complex_id,direction,k,iptm,ptm,interface_pae,interface_plddt,n_iface,seed
4KRL_A_B,L,2,0.16,0.62,21.9742,70.3227,30,20260803
4KRL_A_B,random,0,0.18,0.64,20.0613,72.078,30,20260803
4KRL_A_B,random,1,0.2,0.65,19.6572,72.3467,30,20260803
4KRL_A_B,random,2,0.32,0.7,14.1176,68.5013,30,20260803
4L0P_A_B,wt,-1,0.88,0.9,4.0044,91.0923,56,20260803
4L0P_A_B,L,0,0.88,0.91,4.4023,90.0905,56,20260803
4L0P_A_B,L,1,0.88,0.89,4.9749,88.645,56,20260803
4L0P_A_B,L,2,0.84,0.9,5.1949,88.0014,56,20260803
4L0P_A_B,random,0,0.75,0.83,9.9161,70.3989,56,20260803
4L0P_A_B,random,1,0.25,0.61,16.0656,62.7446,56,20260803
4L0P_A_B,random,2,0.42,0.68,13.3089,63.6416,56,20260803
4MYW_A_B,wt,-1,0.88,0.82,4.2392,89.096,45,20260803
4MYW_A_B,L,0,0.8,0.79,6.0194,85.1858,45,20260803
4MYW_A_B,L,1,0.83,0.8,5.3022,85.754,45,20260803
4MYW_A_B,L,2,0.84,0.8,4.9439,86.2747,45,20260803
4MYW_A_B,random,0,0.32,0.6,15.907,63.6629,45,20260803
4MYW_A_B,random,1,0.6,0.7,9.3017,74.5251,45,20260803
4MYW_A_B,random,2,0.11,0.52,27.8588,66.9984,45,20260803
4N8V_G_ABC,wt,-1,0.6,0.67,29.092,82.6976,29,20260803
4N8V_G_ABC,L,0,0.6,0.67,29.1583,78.6938,29,20260803
4N8V_G_ABC,L,1,0.61,0.67,27.995,73.6997,29,20260803
4N8V_G_ABC,L,2,0.6,0.66,28.4185,76.6817,29,20260803
4N8V_G_ABC,random,0,0.6,0.67,28.4001,77.089,29,20260803
4N8V_G_ABC,random,1,0.6,0.66,28.6323,76.7569,29,20260803
4N8V_G_ABC,random,2,0.85,0.87,6.0359,81.0672,29,20260803
5F4E_A_B,wt,-1,0.84,0.88,3.855,89.0708,38,20260803
5F4E_A_B,L,0,0.84,0.88,3.9944,88.2289,38,20260803
5F4E_A_B,L,1,0.79,0.85,4.9635,84.8811,38,20260803
5F4E_A_B,L,2,0.77,0.85,4.4406,85.9018,38,20260803
5F4E_A_B,random,0,0.8,0.86,4.0904,88.255,38,20260803
5F4E_A_B,random,1,0.24,0.56,18.2292,67.7371,38,20260803
5F4E_A_B,random,2,0.22,0.55,18.2784,67.0353,38,20260803
5M2O_A_B,wt,-1,0.92,0.93,1.4923,98.5607,40,20260803
5M2O_A_B,L,0,0.89,0.92,1.9312,97.447,40,20260803
5M2O_A_B,L,1,0.91,0.92,1.675,98.1208,40,20260803
5M2O_A_B,L,2,0.88,0.91,2.7235,93.8203,40,20260803
5M2O_A_B,random,0,0.3,0.71,15.2167,74.365,40,20260803
5M2O_A_B,random,1,0.23,0.69,17.4543,70.2473,40,20260803
5M2O_A_B,random,2,0.8,0.89,3.2224,92.308,40,20260803
5TAR_A_B,wt,-1,0.13,0.56,29.7157,66.302,15,20260803
5TAR_A_B,L,0,0.17,0.56,30.2298,52.4233,15,20260803
5TAR_A_B,L,1,0.13,0.54,22.2344,50.7013,15,20260803
5TAR_A_B,L,2,0.13,0.56,30.4,47.9973,15,20260803
5TAR_A_B,random,0,0.15,0.56,29.6982,61.936,15,20260803
5TAR_A_B,random,1,0.25,0.6,29.0823,62.8967,15,20260803
5TAR_A_B,random,2,0.24,0.59,28.6187,71.198,15,20260803
