complex_id,direction,k,iptm,ptm,interface_pae,interface_plddt,n_iface,seed
4KRL_A_B,L,2,0.26,0.67,15.9539,66.1413,30,20260803
4KRL_A_B,random,0,0.15,0.6,24.2945,72.2327,30,20260803
4KRL_A_B,random,1,0.16,0.61,23.3839,74.38,30,20260803
4KRL_A_B,random,2,0.29,0.68,16.1491,62.547,30,20260803
4L0P_A_B,wt,-1,0.88,0.9,4.0044,91.0923,56,20260803
4L0P_A_B,L,0,0.82,0.89,4.983,86.8234,56,20260803
4L0P_A_B,L,1,0.81,0.87,6.4025,81.6679,56,20260803
4L0P_A_B,L,2,0.85,0.89,4.9814,87.378,56,20260803
4L0P_A_B,random,0,0.36,0.66,13.6657,61.3859,56,20260803
4L0P_A_B,random,1,0.38,0.66,15.0371,60.0621,56,20260803
4L0P_A_B,random,2,0.44,0.7,12.1874,65.6284,56,20260803
4MYW_A_B,wt,-1,0.88,0.82,4.2392,89.096,45,20260803
4MYW_A_B,L,0,0.85,0.8,5.205,84.3051,45,20260803
4MYW_A_B,L,1,0.84,0.8,5.5737,83.8291,45,20260803
4MYW_A_B,L,2,0.74,0.76,6.4061,80.8984,45,20260803
4MYW_A_B,random,0,0.27,0.58,18.3865,61.6242,45,20260803
4MYW_A_B,random,1,0.29,0.58,17.2115,63.3802,45,20260803
4MYW_A_B,random,2,0.16,0.54,26.0488,68.7607,45,20260803
4N8V_G_ABC,wt,-1,0.6,0.67,29.092,82.6976,29,20260803
4N8V_G_ABC,L,0,0.67,0.72,15.5441,69.2779,29,20260803
4N8V_G_ABC,L,1,0.6,0.67,27.7003,73.2079,29,20260803
4N8V_G_ABC,L,2,0.89,0.91,3.5641,90.1469,29,20260803
4N8V_G_ABC,random,0,0.6,0.66,28.7882,77.8224,29,20260803
4N8V_G_ABC,random,1,0.6,0.67,27.7129,77.5455,29,20260803
4N8V_G_ABC,random,2,0.61,0.67,28.175,68.8752,29,20260803
5F4E_A_B,wt,-1,0.84,0.88,3.855,89.0708,38,20260803
5F4E_A_B,L,0,0.62,0.75,8.1373,77.4845,38,20260803
5F4E_A_B,L,1,0.7,0.81,5.5485,83.7695,38,20260803
5F4E_A_B,L,2,0.79,0.85,4.8987,85.1434,38,20260803
5F4E_A_B,random,0,0.12,0.52,28.124,81.9655,38,20260803
5F4E_A_B,random,1,0.1,0.5,28.4842,79.7145,38,20260803
5F4E_A_B,random,2,0.28,0.58,16.0389,67.5658,38,20260803
5M2O_A_B,wt,-1,0.92,0.93,1.4923,98.5607,40,20260803
5M2O_A_B,L,0,0.83,0.9,3.4135,91.7428,40,20260803
5M2O_A_B,L,1,0.32,0.72,14.8706,73.2832,40,20260803
5M2O_A_B,L,2,0.9,0.92,2.131,96.567,40,20260803
5M2O_A_B,random,0,0.38,0.74,12.2776,73.1425,40,20260803
5M2O_A_B,random,1,0.9,0.92,2.2173,95.9175,40,20260803
5M2O_A_B,random,2,0.92,0.92,1.6175,98.3465,40,20260803
5TAR_A_B,wt,-1,0.13,0.56,29.7157,66.302,15,20260803
5TAR_A_B,L,0,0.53,0.72,27.9367,67.1107,15,20260803
5TAR_A_B,L,1,0.6,0.76,26.3326,69.6067,15,20260803
5TAR_A_B,L,2,0.15,0.56,30.2847,57.308,15,20260803
5TAR_A_B,random,0,0.19,0.58,29.0628,67.6867,15,20260803
5TAR_A_B,random,1,0.18,0.57,29.4935,57.9833,15,20260803
5TAR_A_B,random,2,0.15,0.56,29.3758,70.682,15,20260803
