complex_id,pdb,avg_plddt,ptm,iptm,ranking,interface_plddt,n_res,rmsd_ca_global,rmsd_ca_interface
4P5T_CD_AB,4P5T_CD_AB_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,89.94113161131611,0.82,0.8,0.8040000000000002,73.05190476190475,813,6.389122968655243,16.681538942913974
4PWX_AB_CD,4PWX_AB_CD_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,83.62887079261672,0.78,0.71,0.724,78.51944444444445,921,2.2008627390467965,1.3362866879863027
4RS1_A_B,4RS1_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,87.52163978494623,0.84,0.82,0.8240000000000001,82.29104166666666,372,7.597845443183648,11.958451384103977
4YEB_A_B,4YEB_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,94.1626700680272,0.9,0.88,0.8840000000000001,94.69022727272727,588,3.4238499027811344,0.91850100212799
4YFD_A_B,4YFD_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,91.92474784747849,0.76,0.81,0.8000000000000002,91.39046875000001,813,9.567845479257793,0.9338386110749163
4YH7_A_B,4YH7_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,91.62360836083609,0.72,0.87,0.8400000000000001,90.84451612903226,909,11.325636351055682,1.0975407723090704
4ZS6_HL_A,4ZS6_HL_A_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,91.6478526645768,0.79,0.73,0.742,75.72307692307692,638,1.4675792998104733,0.7458627600349866
5C6T_HL_A,5C6T_HL_A_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,72.59066411238825,0.42,0.26,0.29200000000000004,68.65703703703704,783,36.955235846487454,10.283426024458048
5F4E_A_B,5F4E_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,91.97805429864255,0.87,0.85,0.8540000000000001,87.80236842105262,442,2.2641355642253105,0.8065929066096528
5K39_A_B,5K39_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,96.33875,0.92,0.91,0.9120000000000001,96.89166666666667,320,1.271663675583522,0.6157153598990778
5M2O_A_B,5M2O_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,97.50545023696684,0.94,0.93,0.9320000000000002,98.59049999999999,211,0.5817493157820148,0.2391188803316908
5TAR_A_B,5TAR_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,86.60671686746988,0.58,0.2,0.276,64.016,332,22.612102968694497,26.517114947293766
5XCO_A_B,5XCO_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,85.81,0.86,0.38,0.4760000000000001,64.67083333333333,189,7.677309547052737,12.21022225032552
