complex_id,direction,alpha,n_int,int_recovery,noninterface_recovery,meanL_mpnn,meanL_esmif
1FY8_E_I,random,0.25,31,0.3705,0.4192,0.1658,0.0879
1FY8_E_I,random,0.5,31,0.3705,0.4192,0.171,0.1023
1FY8_E_I,random,1.0,31,0.3533,0.4182,0.1645,0.1105
1FY8_E_I,random,2.0,31,0.3054,0.4191,0.1049,0.1145
1GC1_G_C,L,0.0,45,0.241,0.2563,0.02,-0.1485
1GC1_G_C,L,0.25,45,0.2521,0.2565,0.1196,-0.0575
1GC1_G_C,L,0.5,45,0.2632,0.2567,0.2104,0.0308
1GC1_G_C,L,1.0,45,0.2767,0.2566,0.3384,0.1375
1GC1_G_C,L,2.0,45,0.2944,0.2565,0.5138,0.2916
1GC1_G_C,random,0.0,45,0.241,0.2563,0.02,-0.1485
1GC1_G_C,random,0.25,45,0.2434,0.2563,0.0072,-0.1637
1GC1_G_C,random,0.5,45,0.2431,0.256,-0.0394,-0.213
1GC1_G_C,random,1.0,45,0.2427,0.2558,-0.0701,-0.2507
1GC1_G_C,random,2.0,45,0.2194,0.2558,-0.1755,-0.3724
1GCQ_AB_C,L,0.0,47,0.4292,0.3806,-0.2501,-0.6852
1GCQ_AB_C,L,0.25,47,0.4508,0.3811,-0.1438,-0.4963
1GCQ_AB_C,L,0.5,47,0.4668,0.3818,-0.0678,-0.3836
1GCQ_AB_C,L,1.0,47,0.4907,0.3822,0.0323,-0.2468
1GCQ_AB_C,L,2.0,47,0.5043,0.3811,0.1307,-0.1497
1GCQ_AB_C,random,0.0,47,0.4292,0.3806,-0.2501,-0.6852
1GCQ_AB_C,random,0.25,47,0.4375,0.3819,-0.2428,-0.6272
1GCQ_AB_C,random,0.5,47,0.4392,0.381,-0.2448,-0.6236
1GCQ_AB_C,random,1.0,47,0.4235,0.3806,-0.3117,-0.7393
1GCQ_AB_C,random,2.0,47,0.362,0.3772,-0.5617,-1.3701
1GL0_E_I,L,0.0,43,0.3092,0.3944,0.3879,0.0312
1GL0_E_I,L,0.25,43,0.3052,0.3941,0.5528,0.1702
1GL0_E_I,L,0.5,43,0.3045,0.3933,0.6604,0.2554
1GL0_E_I,L,1.0,43,0.3049,0.3932,0.8102,0.3698
1GL0_E_I,L,2.0,43,0.2914,0.3927,0.9753,0.489
1GL0_E_I,random,0.0,43,0.3092,0.3944,0.3879,0.0312
1GL0_E_I,random,0.25,43,0.306,0.3952,0.383,0.0311
1GL0_E_I,random,0.5,43,0.3052,0.3956,0.3724,0.0324
1GL0_E_I,random,1.0,43,0.2878,0.3955,0.2868,-0.0957
1GL0_E_I,random,2.0,43,0.278,0.3963,0.189,-0.2345
1GL1_A_I,L,0.0,34,0.3387,0.4089,0.5344,0.0912
1GL1_A_I,L,0.25,34,0.3373,0.4089,0.7219,0.2393
1GL1_A_I,L,0.5,34,0.3424,0.4092,0.8705,0.3442
1GL1_A_I,L,1.0,34,0.3378,0.4079,1.0437,0.4455
1GL1_A_I,L,2.0,34,0.3222,0.4075,1.2112,0.5164
1GL1_A_I,random,0.0,34,0.3387,0.4089,0.5344,0.0912
1GL1_A_I,random,0.25,34,0.3359,0.4091,0.5341,0.0758
1GL1_A_I,random,0.5,34,0.3355,0.4093,0.5277,0.0714
1GL1_A_I,random,1.0,34,0.3217,0.4093,0.4427,-0.0114
1GL1_A_I,random,2.0,34,0.3097,0.4096,0.2201,-0.1977
1GRN_A_B,L,0.0,48,0.2419,0.366,-0.0518,0.3371
1GRN_A_B,L,0.25,48,0.2578,0.3662,0.0983,0.4426
1GRN_A_B,L,0.5,48,0.2744,0.3667,0.2133,0.5055
1GRN_A_B,L,1.0,48,0.2923,0.3665,0.3638,0.5913
1GRN_A_B,L,2.0,48,0.3089,0.3663,0.517,0.6751
1GRN_A_B,random,0.0,48,0.2419,0.366,-0.0518,0.3371
1GRN_A_B,random,0.25,48,0.2451,0.3661,-0.0404,0.3649
1GRN_A_B,random,0.5,48,0.2471,0.3663,-0.0348,0.3765
1GRN_A_B,random,1.0,48,0.2272,0.3658,-0.0901,0.3767
1GRN_A_B,random,2.0,48,0.1901,0.3657,-0.267,0.2351
1GUA_A_B,L,0.0,27,0.1834,0.3188,0.0634,-0.2359
1GUA_A_B,L,0.25,27,0.1921,0.3194,0.1898,-0.1248
1GUA_A_B,L,0.5,27,0.195,0.3199,0.2776,-0.0459
1GUA_A_B,L,1.0,27,0.1985,0.3202,0.4383,0.0932
1GUA_A_B,L,2.0,27,0.2008,0.3207,0.6213,0.2431
1GUA_A_B,random,0.0,27,0.1834,0.3188,0.0634,-0.2359
1GUA_A_B,random,0.25,27,0.173,0.3192,0.0877,-0.2076
1GUA_A_B,random,0.5,27,0.1661,0.3194,0.0809,-0.2216
1GUA_A_B,random,1.0,27,0.147,0.3195,0.0662,-0.2161
1GUA_A_B,random,2.0,27,0.1227,0.3192,0.0305,-0.2877
1H9D_A_B,L,0.0,48,0.3923,0.3211,-0.0423,-0.2343
1H9D_A_B,L,0.25,48,0.3981,0.3214,0.0654,-0.1425
1H9D_A_B,L,0.5,48,0.4017,0.3212,0.1596,-0.0478
1H9D_A_B,L,1.0,48,0.403,0.3216,0.3283,0.0887
1H9D_A_B,L,2.0,48,0.4118,0.3213,0.5107,0.2533
1H9D_A_B,random,0.0,48,0.3923,0.3211,-0.0423,-0.2343
1H9D_A_B,random,0.25,48,0.39,0.3209,-0.0363,-0.2332
1H9D_A_B,random,0.5,48,0.3864,0.3205,-0.0637,-0.2775
1H9D_A_B,random,1.0,48,0.3568,0.3199,-0.1095,-0.3664
1H9D_A_B,random,2.0,48,0.2988,0.3161,-0.2236,-0.5628
1IAR_A_B,L,0.0,33,0.1823,0.296,-0.2227,-0.5668
1IAR_A_B,L,0.25,33,0.1899,0.2958,-0.1327,-0.4807
1IAR_A_B,L,0.5,33,0.1993,0.2959,-0.0461,-0.4134
1IAR_A_B,L,1.0,33,0.2083,0.2963,0.0809,-0.3066
1IAR_A_B,L,2.0,33,0.214,0.2963,0.2378,-0.2115
1IAR_A_B,random,0.0,33,0.1823,0.296,-0.2227,-0.5668
1IAR_A_B,random,0.25,33,0.1823,0.2953,-0.2375,-0.598
1IAR_A_B,random,0.5,33,0.1832,0.2949,-0.2586,-0.6106
1IAR_A_B,random,1.0,33,0.1813,0.2944,-0.3048,-0.7008
1IAR_A_B,random,2.0,33,0.1648,0.2937,-0.3912,-0.9108
1JCK_A_B,L,0.0,29,0.2392,0.2822,-0.0376,-0.1131
1JCK_A_B,L,0.25,29,0.2522,0.2824,0.1181,0.0199
1JCK_A_B,L,0.5,29,0.2565,0.2823,0.2792,0.167
1JCK_A_B,L,1.0,29,0.2705,0.2825,0.4584,0.316
1JCK_A_B,L,2.0,29,0.2651,0.2827,0.638,0.4474
1JCK_A_B,random,0.0,29,0.2392,0.2822,-0.0376,-0.1131
1JCK_A_B,random,0.25,29,0.2457,0.2824,0.0018,-0.0905
1JCK_A_B,random,0.5,29,0.2511,0.2825,0.002,-0.1225
1JCK_A_B,random,1.0,29,0.2419,0.2822,0.0057,-0.182
1JCK_A_B,random,2.0,29,0.2322,0.2824,-0.0344,-0.2892
1JRH_LH_I,L,0.0,32,0.2808,0.3277,-0.1839,-0.2999
1JRH_LH_I,L,0.25,32,0.2925,0.3276,-0.101,-0.2191
1JRH_LH_I,L,0.5,32,0.3042,0.3278,-0.0052,-0.1393
1JRH_LH_I,L,1.0,32,0.3301,0.3279,0.1236,-0.0419
1JRH_LH_I,L,2.0,32,0.3687,0.3275,0.2939,0.0786
1JRH_LH_I,random,0.0,32,0.2808,0.3277,-0.1839,-0.2999
1JRH_LH_I,random,0.25,32,0.2842,0.3278,-0.1719,-0.2699
1JRH_LH_I,random,0.5,32,0.2803,0.3279,-0.1744,-0.2846
1JRH_LH_I,random,1.0,32,0.2705,0.3277,-0.1819,-0.2965
1JRH_LH_I,random,2.0,32,0.2476,0.3277,-0.2667,-0.3927
1JTD_A_B,L,0.0,52,0.232,0.4498,0.11,0.1368
1JTD_A_B,L,0.25,52,0.2275,0.4498,0.223,0.2174
1JTD_A_B,L,0.5,52,0.2272,0.4503,0.3221,0.2859
1JTD_A_B,L,1.0,52,0.2218,0.45,0.4924,0.3846
1JTD_A_B,L,2.0,52,0.2224,0.45,0.7038,0.5051
1JTD_A_B,random,0.0,52,0.232,0.4498,0.11,0.1368
1JTD_A_B,random,0.25,52,0.229,0.4501,0.113,0.1369
1JTD_A_B,random,0.5,52,0.229,0.4501,0.1141,0.1372
1JTD_A_B,random,1.0,52,0.2175,0.4501,0.1166,0.1264
1JTD_A_B,random,2.0,52,0.2088,0.4505,0.1072,0.1176
1JTG_A_B,L,0.0,54,0.2581,0.3991,0.1946,-0.0156
1JTG_A_B,L,0.25,54,0.2642,0.3992,0.3194,0.0825
1JTG_A_B,L,0.5,54,0.2659,0.3993,0.4267,0.146
1JTG_A_B,L,1.0,54,0.2731,0.3998,0.6073,0.2809
1JTG_A_B,L,2.0,54,0.2688,0.4,0.7952,0.404
1JTG_A_B,random,0.0,54,0.2581,0.3991,0.1946,-0.0156
1JTG_A_B,random,0.25,54,0.2561,0.3995,0.1974,-0.0205
1JTG_A_B,random,0.5,54,0.2535,0.4001,0.2044,-0.0268
1JTG_A_B,random,1.0,54,0.2419,0.3999,0.1801,-0.0627
1JTG_A_B,random,2.0,54,0.2297,0.399,0.0846,-0.1618
1K8R_A_B,L,0.0,25,0.1519,0.2899,-0.159,0.1249
1K8R_A_B,L,0.25,25,0.1581,0.2899,-0.0793,0.1731
1K8R_A_B,L,0.5,25,0.165,0.2906,-0.0279,0.2187
1K8R_A_B,L,1.0,25,0.1881,0.29,0.0855,0.3444
1K8R_A_B,L,2.0,25,0.2137,0.2901,0.2409,0.4468
1K8R_A_B,random,0.0,25,0.1519,0.2899,-0.159,0.1249
1K8R_A_B,random,0.25,25,0.1562,0.2899,-0.1571,0.1213
1K8R_A_B,random,0.5,25,0.1512,0.2901,-0.1602,0.0964
1K8R_A_B,random,1.0,25,0.1381,0.2897,-0.1844,0.0706
1K8R_A_B,random,2.0,25,0.1237,0.2894,-0.2614,0.0172
1KAC_A_B,L,0.0,34,0.3074,0.3678,-0.1994,-0.4806
1KAC_A_B,L,0.25,34,0.3258,0.3677,-0.0473,-0.3415
1KAC_A_B,L,0.5,34,0.3364,0.3678,0.0494,-0.2543
1KAC_A_B,L,1.0,34,0.3667,0.3671,0.222,-0.1122
1KAC_A_B,L,2.0,34,0.3851,0.367,0.3924,0.0033
1KAC_A_B,random,0.0,34,0.3074,0.3678,-0.1994,-0.4806
1KAC_A_B,random,0.25,34,0.3019,0.3673,-0.2245,-0.4857
1KAC_A_B,random,0.5,34,0.2964,0.3678,-0.214,-0.4893
1KAC_A_B,random,1.0,34,0.2569,0.3677,-0.2704,-0.569
1KAC_A_B,random,2.0,34,0.2004,0.3674,-0.3981,-0.6795
1KIP_AB_C,L,0.0,27,0.2737,0.4121,-0.1244,0.2836
1KIP_AB_C,L,0.25,27,0.2801,0.4118,0.0113,0.3805
1KIP_AB_C,L,0.5,27,0.2934,0.412,0.1332,0.4661
1KIP_AB_C,L,1.0,27,0.3171,0.4111,0.3151,0.5731
1KIP_AB_C,L,2.0,27,0.3582,0.4112,0.5412,0.7236
1KIP_AB_C,random,0.0,27,0.2737,0.4121,-0.1244,0.2836
1KIP_AB_C,random,0.25,27,0.2679,0.4117,-0.1388,0.2584
1KIP_AB_C,random,0.5,27,0.2593,0.4115,-0.155,0.2526
1KIP_AB_C,random,1.0,27,0.2575,0.4118,-0.1492,0.2456
1KIP_AB_C,random,2.0,27,0.2141,0.4119,-0.2472,0.1471
1KIQ_AB_C,L,0.0,30,0.2734,0.4245,-0.0828,0.0165
1KIQ_AB_C,L,0.25,30,0.276,0.4246,0.0616,0.1359
1KIQ_AB_C,L,0.5,30,0.2906,0.4249,0.195,0.2737
1KIQ_AB_C,L,1.0,30,0.301,0.425,0.3745,0.4492
1KIQ_AB_C,L,2.0,30,0.324,0.4244,0.6113,0.6623
1KIQ_AB_C,random,0.0,30,0.2734,0.4245,-0.0828,0.0165
1KIQ_AB_C,random,0.25,30,0.2714,0.4245,-0.0687,0.0176
1KIQ_AB_C,random,0.5,30,0.2677,0.4244,-0.0617,0.0033
1KIQ_AB_C,random,1.0,30,0.263,0.425,-0.053,0.0028
1KIQ_AB_C,random,2.0,30,0.237,0.4247,-0.0297,0.0096
1KIR_AB_C,L,0.0,33,0.2865,0.4132,-0.016,-0.1123
1KIR_AB_C,L,0.25,33,0.2921,0.4129,0.1089,-0.025
1KIR_AB_C,L,0.5,33,0.3063,0.4136,0.2319,0.073
1KIR_AB_C,L,1.0,33,0.3243,0.4133,0.3778,0.1743
1KIR_AB_C,L,2.0,33,0.3565,0.4136,0.593,0.3585
1KIR_AB_C,random,0.0,33,0.2865,0.4132,-0.016,-0.1123
1KIR_AB_C,random,0.25,33,0.2822,0.4133,-0.0059,-0.0962
1KIR_AB_C,random,0.5,33,0.2836,0.4134,0.0181,-0.0758
1KIR_AB_C,random,1.0,33,0.2789,0.4137,0.0312,-0.0154
1KIR_AB_C,random,2.0,33,0.2637,0.4144,0.0498,0.0316
1KNE_A_P,L,0.0,18,0.1458,0.3125,0.1515,-0.2008
1KNE_A_P,L,0.25,18,0.151,0.3109,0.2758,-0.138
1KNE_A_P,L,0.5,18,0.1519,0.3125,0.3636,-0.0627
1KNE_A_P,L,1.0,18,0.1502,0.3137,0.5212,0.0372
1KNE_A_P,L,2.0,18,0.1493,0.3152,0.6874,0.1802
1KNE_A_P,random,0.0,18,0.1458,0.3125,0.1515,-0.2008
1KNE_A_P,random,0.25,18,0.1354,0.3105,0.1466,-0.2129
1KNE_A_P,random,0.5,18,0.1302,0.3121,0.1501,-0.2069
1KNE_A_P,random,1.0,18,0.1111,0.3105,0.1052,-0.2265
1KNE_A_P,random,2.0,18,0.0738,0.3043,-0.1395,-0.491
1KTZ_A_B,L,0.0,19,0.2344,0.3523,-0.2858,-0.8658
1KTZ_A_B,L,0.25,19,0.2442,0.3521,-0.1573,-0.7699
1KTZ_A_B,L,0.5,19,0.2632,0.3522,-0.0359,-0.6548
1KTZ_A_B,L,1.0,19,0.2722,0.3524,0.1231,-0.5678
1KTZ_A_B,L,2.0,19,0.2697,0.3528,0.3055,-0.4778
1KTZ_A_B,random,0.0,19,0.2344,0.3523,-0.2858,-0.8658
1KTZ_A_B,random,0.25,19,0.2278,0.3521,-0.2898,-0.8621
1KTZ_A_B,random,0.5,19,0.2286,0.3524,-0.3247,-0.9215
1KTZ_A_B,random,1.0,19,0.2229,0.3522,-0.3857,-1.0169
1KTZ_A_B,random,2.0,19,0.1809,0.3518,-0.5491,-1.3032
1LFD_A_B,L,0.0,24,0.2982,0.3327,-0.1302,0.0851
1LFD_A_B,L,0.25,24,0.3262,0.3327,0.0023,0.1628
1LFD_A_B,L,0.5,24,0.3294,0.3327,0.1031,0.2357
1LFD_A_B,L,1.0,24,0.3346,0.3326,0.2533,0.3636
1LFD_A_B,L,2.0,24,0.3483,0.3332,0.4412,0.4934
1LFD_A_B,random,0.0,24,0.2982,0.3327,-0.1302,0.0851
1LFD_A_B,random,0.25,24,0.3047,0.3325,-0.1486,0.0449
1LFD_A_B,random,0.5,24,0.3027,0.3324,-0.1705,0.0087
1LFD_A_B,random,1.0,24,0.2956,0.3329,-0.2319,-0.0425
1LFD_A_B,random,2.0,24,0.2689,0.3323,-0.3321,-0.1264
1M9E_A_D,L,0.0,20,0.3977,0.3698,-0.0287,0.5745
1M9E_A_D,L,0.25,20,0.4234,0.3702,0.0935,0.6272
1M9E_A_D,L,0.5,20,0.4344,0.3702,0.1841,0.669
1M9E_A_D,L,1.0,20,0.4328,0.3704,0.3196,0.7419
1M9E_A_D,L,2.0,20,0.4313,0.3701,0.4963,0.8592
1M9E_A_D,random,0.0,20,0.3977,0.3698,-0.0287,0.5745
1M9E_A_D,random,0.25,20,0.3906,0.3702,-0.0461,0.5599
1M9E_A_D,random,0.5,20,0.382,0.3702,-0.0977,0.5184
1M9E_A_D,random,1.0,20,0.332,0.3695,-0.2259,0.4359
1M9E_A_D,random,2.0,20,0.2469,0.3683,-0.4212,0.388
1MAH_A_F,L,0.0,41,0.33,0.3482,0.0883,-0.0448
1MAH_A_F,L,0.25,41,0.3399,0.348,0.2124,0.0544
1MAH_A_F,L,0.5,41,0.3418,0.3479,0.308,0.1343
1MAH_A_F,L,1.0,41,0.3407,0.3481,0.4325,0.1969
1MAH_A_F,L,2.0,41,0.3304,0.348,0.5761,0.2297
1MAH_A_F,random,0.0,41,0.33,0.3482,0.0883,-0.0448
1MAH_A_F,random,0.25,41,0.3289,0.348,0.0662,-0.0751
1MAH_A_F,random,0.5,41,0.3251,0.348,0.0611,-0.0797
1MAH_A_F,random,1.0,41,0.3106,0.3478,-0.0535,-0.2371
1MAH_A_F,random,2.0,41,0.2881,0.3479,-0.2408,-0.4952
1MHP_HL_A,L,0.0,32,0.208,0.3811,0.1277,-0.3912
1MHP_HL_A,L,0.25,32,0.2056,0.3812,0.2314,-0.289
1MHP_HL_A,L,0.5,32,0.2075,0.3812,0.331,-0.1951
1MHP_HL_A,L,1.0,32,0.21,0.3814,0.4886,-0.0482
1MHP_HL_A,L,2.0,32,0.2036,0.3814,0.7011,0.143
1MHP_HL_A,random,0.0,32,0.208,0.3811,0.1277,-0.3912
1MHP_HL_A,random,0.25,32,0.2188,0.3811,0.1108,-0.4123
1MHP_HL_A,random,0.5,32,0.2275,0.3814,0.0898,-0.4447
1MHP_HL_A,random,1.0,32,0.2285,0.3813,0.04,-0.5561
1MHP_HL_A,random,2.0,32,0.2168,0.3811,-0.0452,-0.7649
1MLC_AB_E,L,0.0,35,0.3214,0.3555,0.3852,0.334
1MLC_AB_E,L,0.25,35,0.3152,0.3558,0.4687,0.3996
1MLC_AB_E,L,0.5,35,0.3067,0.3558,0.5427,0.475
1MLC_AB_E,L,1.0,35,0.2938,0.3556,0.6621,0.596
1MLC_AB_E,L,2.0,35,0.267,0.3554,0.8363,0.7948
1MLC_AB_E,random,0.0,35,0.3214,0.3555,0.3852,0.334
1MLC_AB_E,random,0.25,35,0.3183,0.3559,0.3774,0.3294
1MLC_AB_E,random,0.5,35,0.3129,0.356,0.3686,0.3266
1MLC_AB_E,random,1.0,35,0.3143,0.3554,0.3324,0.2813
1MLC_AB_E,random,2.0,35,0.2955,0.3553,0.1708,0.1651
1MQ8_A_B,L,0.0,30,0.1594,0.2579,-0.0567,-0.2707
1MQ8_A_B,L,0.25,30,0.1646,0.2577,0.0273,-0.221
1MQ8_A_B,L,0.5,30,0.1698,0.258,0.1212,-0.1761
1MQ8_A_B,L,1.0,30,0.1797,0.258,0.258,-0.1355
1MQ8_A_B,L,2.0,30,0.1896,0.2579,0.4234,-0.0936
1MQ8_A_B,random,0.0,30,0.1594,0.2579,-0.0567,-0.2707
1MQ8_A_B,random,0.25,30,0.1635,0.258,-0.0475,-0.2663
1MQ8_A_B,random,0.5,30,0.1594,0.2578,-0.0452,-0.2794
1MQ8_A_B,random,1.0,30,0.1656,0.2576,-0.0468,-0.2716
1MQ8_A_B,random,2.0,30,0.163,0.2572,-0.1301,-0.3189
1N8O_ABC_E,L,0.0,40,0.3,0.386,0.2689,-0.128
1N8O_ABC_E,L,0.25,40,0.3098,0.3865,0.4531,0.0192
1N8O_ABC_E,L,0.5,40,0.307,0.3867,0.5891,0.1291
1N8O_ABC_E,L,1.0,40,0.3137,0.3869,0.7859,0.3031
1N8O_ABC_E,L,2.0,40,0.2902,0.3861,0.9757,0.4631
1N8O_ABC_E,random,0.0,40,0.3,0.386,0.2689,-0.128
1N8O_ABC_E,random,0.25,40,0.2918,0.3864,0.2502,-0.1142
1N8O_ABC_E,random,0.5,40,0.282,0.386,0.1842,-0.1411
1N8O_ABC_E,random,1.0,40,0.2582,0.3861,0.0829,-0.2062
1N8O_ABC_E,random,2.0,40,0.2219,0.3863,-0.1326,-0.287
1NMB_N_LH,L,0.0,33,0.1903,0.3265,0.3337,-0.0026
1NMB_N_LH,L,0.25,33,0.1932,0.3267,0.4794,0.0923
1NMB_N_LH,L,0.5,33,0.1918,0.3269,0.6178,0.1945
1NMB_N_LH,L,1.0,33,0.1903,0.327,0.7488,0.3053
1NMB_N_LH,L,2.0,33,0.1875,0.3272,0.8988,0.4395
1NMB_N_LH,random,0.0,33,0.1903,0.3265,0.3337,-0.0026
1NMB_N_LH,random,0.25,33,0.1927,0.3267,0.2986,-0.0402
1NMB_N_LH,random,0.5,33,0.1922,0.3268,0.2246,-0.0885
1NMB_N_LH,random,1.0,33,0.1752,0.3268,0.0644,-0.2316
1NMB_N_LH,random,2.0,33,0.1449,0.3265,-0.123,-0.444
1OHZ_A_B,L,0.0,37,0.3209,0.4345,-0.2684,-0.525
1OHZ_A_B,L,0.25,37,0.3476,0.435,-0.1357,-0.401
1OHZ_A_B,L,0.5,37,0.3628,0.4345,-0.0573,-0.3228
1OHZ_A_B,L,1.0,37,0.3809,0.4349,0.0478,-0.2493
1OHZ_A_B,L,2.0,37,0.3986,0.4352,0.1967,-0.1217
1OHZ_A_B,random,0.0,37,0.3209,0.4345,-0.2684,-0.525
1OHZ_A_B,random,0.25,37,0.2981,0.4336,-0.3303,-0.5977
1OHZ_A_B,random,0.5,37,0.2825,0.4341,-0.395,-0.6749
1OHZ_A_B,random,1.0,37,0.2348,0.4337,-0.6431,-0.9573
1OHZ_A_B,random,2.0,37,0.1845,0.434,-0.9068,-1.1823
1P69_A_B,L,0.0,34,0.3019,0.3677,-0.1721,-0.4797
1P69_A_B,L,0.25,34,0.313,0.3677,-0.0085,-0.3566
1P69_A_B,L,0.5,34,0.3258,0.3679,0.107,-0.2716
1P69_A_B,L,1.0,34,0.3488,0.3674,0.2811,-0.1321
1P69_A_B,L,2.0,34,0.3667,0.3668,0.4517,-0.0329
1P69_A_B,random,0.0,34,0.3019,0.3677,-0.1721,-0.4797
1P69_A_B,random,0.25,34,0.3061,0.3676,-0.1781,-0.4593
1P69_A_B,random,0.5,34,0.3097,0.3678,-0.1871,-0.4448
1P69_A_B,random,1.0,34,0.3125,0.3678,-0.2082,-0.4335
1P69_A_B,random,2.0,34,0.2923,0.3677,-0.3215,-0.5449
1P6A_A_B,L,0.0,33,0.3149,0.3659,-0.2443,-0.6308
1P6A_A_B,L,0.25,33,0.3329,0.3659,-0.1231,-0.5242
1P6A_A_B,L,0.5,33,0.3556,0.3659,-0.021,-0.4437
1P6A_A_B,L,1.0,33,0.3783,0.3657,0.1337,-0.2926
1P6A_A_B,L,2.0,33,0.393,0.3654,0.2994,-0.1679
1P6A_A_B,random,0.0,33,0.3149,0.3659,-0.2443,-0.6308
1P6A_A_B,random,0.25,33,0.3101,0.3654,-0.2394,-0.6201
1P6A_A_B,random,0.5,33,0.3092,0.3655,-0.2345,-0.6078
1P6A_A_B,random,1.0,33,0.3063,0.3658,-0.2502,-0.5996
1P6A_A_B,random,2.0,33,0.2647,0.365,-0.3753,-0.7798
1PPF_E_I,L,0.0,30,0.3542,0.4046,0.123,-0.1038
1PPF_E_I,L,0.25,30,0.3573,0.4048,0.3024,0.0181
1PPF_E_I,L,0.5,30,0.3542,0.405,0.4356,0.0727
1PPF_E_I,L,1.0,30,0.3427,0.4049,0.6185,0.1592
1PPF_E_I,L,2.0,30,0.3286,0.4064,0.8328,0.2434
1PPF_E_I,random,0.0,30,0.3542,0.4046,0.123,-0.1038
1PPF_E_I,random,0.25,30,0.3432,0.405,0.1137,-0.1351
1PPF_E_I,random,0.5,30,0.3292,0.4048,0.0662,-0.2139
1PPF_E_I,random,1.0,30,0.2906,0.4045,-0.1196,-0.5015
1PPF_E_I,random,2.0,30,0.263,0.4046,-0.2532,-0.7334
1QAB_ABCD_E,L,0.0,35,0.1763,0.2391,0.0338,0.04
1QAB_ABCD_E,L,0.25,35,0.1817,0.2391,0.1342,0.0974
1QAB_ABCD_E,L,0.5,35,0.1772,0.2391,0.2128,0.1761
1QAB_ABCD_E,L,1.0,35,0.1772,0.2391,0.3201,0.2474
1QAB_ABCD_E,L,2.0,35,0.1665,0.239,0.4762,0.3421
1QAB_ABCD_E,random,0.0,35,0.1763,0.2391,0.0338,0.04
1QAB_ABCD_E,random,0.25,35,0.1821,0.2391,0.0221,0.0418
1QAB_ABCD_E,random,0.5,35,0.1768,0.2392,0.0258,0.0442
1QAB_ABCD_E,random,1.0,35,0.179,0.2391,-0.006,0.0528
1QAB_ABCD_E,random,2.0,35,0.1853,0.2389,-0.0358,0.0712
1R0R_E_I,L,0.0,33,0.3286,0.4646,0.2511,0.3054
1R0R_E_I,L,0.25,33,0.3224,0.4647,0.4245,0.4864
1R0R_E_I,L,0.5,33,0.322,0.4647,0.5698,0.6203
1R0R_E_I,L,1.0,33,0.3272,0.4651,0.7539,0.7625
1R0R_E_I,L,2.0,33,0.3447,0.4653,0.9261,0.8597
1R0R_E_I,random,0.0,33,0.3286,0.4646,0.2511,0.3054
1R0R_E_I,random,0.25,33,0.3277,0.4648,0.2192,0.3208
1R0R_E_I,random,0.5,33,0.3172,0.4647,0.2028,0.3387
1R0R_E_I,random,1.0,33,0.3002,0.4652,0.1595,0.3351
1R0R_E_I,random,2.0,33,0.2448,0.4638,0.0585,0.2891
1REW_AB_C,L,0.0,46,0.3366,0.3488,-0.1479,-0.6566
1REW_AB_C,L,0.25,46,0.3624,0.3491,0.0253,-0.4474
1REW_AB_C,L,0.5,46,0.377,0.3495,0.1282,-0.3288
1REW_AB_C,L,1.0,46,0.3865,0.3512,0.2418,-0.207
1REW_AB_C,L,2.0,46,0.3896,0.3502,0.3692,-0.0693
1REW_AB_C,random,0.0,46,0.3366,0.3488,-0.1479,-0.6566
1REW_AB_C,random,0.25,46,0.3291,0.3491,-0.1612,-0.6581
1REW_AB_C,random,0.5,46,0.3207,0.3485,-0.1983,-0.709
1REW_AB_C,random,1.0,46,0.3026,0.3488,-0.2575,-0.7843
1REW_AB_C,random,2.0,46,0.2599,0.3493,-0.4192,-1.0476
1S0W_A_C,L,0.0,50,0.2356,0.3938,0.4313,0.1413
1S0W_A_C,L,0.25,50,0.2397,0.3939,0.5755,0.2376
1S0W_A_C,L,0.5,50,0.2366,0.3946,0.6937,0.3187
1S0W_A_C,L,1.0,50,0.2338,0.3945,0.8662,0.4444
1S0W_A_C,L,2.0,50,0.2172,0.3947,1.0743,0.6412
1S0W_A_C,random,0.0,50,0.2356,0.3938,0.4313,0.1413
1S0W_A_C,random,0.25,50,0.2325,0.3938,0.4174,0.1392
1S0W_A_C,random,0.5,50,0.2225,0.3936,0.392,0.1305
1S0W_A_C,random,1.0,50,0.2097,0.3937,0.3295,0.1085
1S0W_A_C,random,2.0,50,0.1909,0.3936,0.2555,0.0615
1S1Q_A_B,L,0.0,29,0.4256,0.3622,-0.1883,0.8391
1S1Q_A_B,L,0.25,29,0.444,0.3623,-0.093,0.8758
1S1Q_A_B,L,0.5,29,0.452,0.3625,-0.0379,0.9126
1S1Q_A_B,L,1.0,29,0.4666,0.3627,0.0435,0.9185
1S1Q_A_B,L,2.0,29,0.4731,0.3631,0.1542,0.9091
1S1Q_A_B,random,0.0,29,0.4256,0.3622,-0.1883,0.8391
1S1Q_A_B,random,0.25,29,0.4235,0.3613,-0.2039,0.8379
1S1Q_A_B,random,0.5,29,0.4256,0.3612,-0.2302,0.8293
1S1Q_A_B,random,1.0,29,0.4089,0.3612,-0.2724,0.8245
1S1Q_A_B,random,2.0,29,0.3184,0.3594,-0.5609,0.8126
1SBB_A_B,L,0.0,26,0.2758,0.307,-0.1913,-0.083
1SBB_A_B,L,0.25,26,0.2921,0.307,-0.0189,0.0702
1SBB_A_B,L,0.5,26,0.3059,0.3068,0.1815,0.2303
