complex_id,direction,k,iptm,ptm,interface_pae,interface_plddt,n_iface,seed
4KRL_A_B,L,2,0.26,0.67,15.9539,66.1413,30,20260803
4KRL_A_B,random,0,0.15,0.6,24.2945,72.2327,30,20260803
4KRL_A_B,random,1,0.16,0.61,23.3839,74.38,30,20260803
4KRL_A_B,random,2,0.29,0.68,16.1491,62.547,30,20260803
4L0P_A_B,wt,-1,0.88,0.9,4.0044,91.0923,56,20260803
4L0P_A_B,L,0,0.82,0.89,4.983,86.8234,56,20260803
4L0P_A_B,L,1,0.81,0.87,6.4025,81.6679,56,20260803
4L0P_A_B,L,2,0.85,0.89,4.9814,87.378,56,20260803
4L0P_A_B,random,0,0.36,0.66,13.6657,61.3859,56,20260803
4L0P_A_B,random,1,0.38,0.66,15.0371,60.0621,56,20260803
4L0P_A_B,random,2,0.44,0.7,12.1874,65.6284,56,20260803
4MYW_A_B,wt,-1,0.88,0.82,4.2392,89.096,45,20260803
4MYW_A_B,L,0,0.85,0.8,5.205,84.3051,45,20260803
4MYW_A_B,L,1,0.84,0.8,5.5737,83.8291,45,20260803
4MYW_A_B,L,2,0.74,0.76,6.4061,80.8984,45,20260803
4MYW_A_B,random,0,0.27,0.58,18.3865,61.6242,45,20260803
4MYW_A_B,random,1,0.29,0.58,17.2115,63.3802,45,20260803
4MYW_A_B,random,2,0.16,0.54,26.0488,68.7607,45,20260803
4N8V_G_ABC,wt,-1,0.6,0.67,29.092,82.6976,29,20260803
4N8V_G_ABC,L,0,0.67,0.72,15.5441,69.2779,29,20260803
4N8V_G_ABC,L,1,0.6,0.67,27.7003,73.2079,29,20260803
4N8V_G_ABC,L,2,0.89,0.91,3.5641,90.1469,29,20260803
4N8V_G_ABC,random,0,0.6,0.66,28.7882,77.8224,29,20260803
4N8V_G_ABC,random,1,0.6,0.67,27.7129,77.5455,29,20260803
4N8V_G_ABC,random,2,0.61,0.67,28.175,68.8752,29,20260803
5F4E_A_B,wt,-1,0.84,0.88,3.855,89.0708,38,20260803
5F4E_A_B,L,0,0.62,0.75,8.1373,77.4845,38,20260803
5F4E_A_B,L,1,0.7,0.81,5.5485,83.7695,38,20260803
5F4E_A_B,L,2,0.79,0.85,4.8987,85.1434,38,20260803
5F4E_A_B,random,0,0.12,0.52,28.124,81.9655,38,20260803
5F4E_A_B,random,1,0.1,0.5,28.4842,79.7145,38,20260803
5F4E_A_B,random,2,0.28,0.58,16.0389,67.5658,38,20260803
5M2O_A_B,wt,-1,0.92,0.93,1.4923,98.5607,40,20260803
5M2O_A_B,L,0,0.83,0.9,3.4135,91.7428,40,20260803
5M2O_A_B,L,1,0.32,0.72,14.8706,73.2832,40,20260803
5M2O_A_B,L,2,0.9,0.92,2.131,96.567,40,20260803
5M2O_A_B,random,0,0.38,0.74,12.2776,73.1425,40,20260803
5M2O_A_B,random,1,0.9,0.92,2.2173,95.9175,40,20260803
5M2O_A_B,random,2,0.92,0.92,1.6175,98.3465,40,20260803
5TAR_A_B,wt,-1,0.13,0.56,29.7157,66.302,15,20260803
5TAR_A_B,L,0,0.53,0.72,27.9367,67.1107,15,20260803
5TAR_A_B,L,1,0.6,0.76,26.3326,69.6067,15,20260803
5TAR_A_B,L,2,0.15,0.56,30.2847,57.308,15,20260803
5TAR_A_B,random,0,0.19,0.58,29.0628,67.6867,15,20260803
5TAR_A_B,random,1,0.18,0.57,29.4935,57.9833,15,20260803
5TAR_A_B,random,2,0.15,0.56,29.3758,70.682,15,20260803
1B2U_A_D,wt,-1,0.9,0.92,1.943,96.079,30,20260803
1B2U_A_D,L,0,0.85,0.89,2.6014,92.3037,30,20260803
1B2U_A_D,L,1,0.81,0.87,2.9859,90.765,30,20260803
1B2U_A_D,L,2,0.89,0.91,2.0925,95.689,30,20260803
1B2U_A_D,random,0,0.85,0.88,2.5696,92.486,30,20260803
1B2U_A_D,random,1,0.27,0.63,12.5881,68.762,30,20260803
1B2U_A_D,random,2,0.76,0.84,3.3221,88.465,30,20260803
1B3S_A_D,wt,-1,0.91,0.92,1.8517,96.3941,27,20260803
1B3S_A_D,L,0,0.9,0.92,2.0199,95.7363,27,20260803
1B3S_A_D,L,1,0.6,0.77,5.918,79.6689,27,20260803
1B3S_A_D,L,2,0.84,0.89,2.7486,91.5644,27,20260803
1B3S_A_D,random,0,0.88,0.9,2.5317,93.72,27,20260803
1B3S_A_D,random,1,0.26,0.62,12.5404,69.6241,27,20260803
1B3S_A_D,random,2,0.28,0.63,12.1322,67.0181,27,20260803
1B41_A_B,wt,-1,0.33,0.89,18.1987,62.1935,40,20260803
1B41_A_B,L,0,0.31,0.89,19.4056,60.2255,40,20260803
1B41_A_B,L,1,0.32,0.89,19.0335,59.7628,40,20260803
1B41_A_B,L,2,0.32,0.89,19.36,59.5295,40,20260803
1B41_A_B,random,0,0.15,0.87,26.3635,60.2465,40,20260803
1B41_A_B,random,1,0.15,0.87,28.0719,59.5335,40,20260803
1B41_A_B,random,2,0.17,0.87,26.0391,65.1112,40,20260803
1CSE_E_I,wt,-1,0.93,0.96,1.7459,96.9056,32,20260803
1CSE_E_I,L,0,0.87,0.94,3.1792,88.3688,32,20260803
1CSE_E_I,L,1,0.9,0.95,2.0427,95.4456,32,20260803
1CSE_E_I,L,2,0.91,0.96,1.9059,96.2266,32,20260803
1CSE_E_I,random,0,0.29,0.83,12.436,62.6847,32,20260803
1CSE_E_I,random,1,0.87,0.95,2.9653,89.8556,32,20260803
1CSE_E_I,random,2,0.43,0.85,9.7712,72.0312,32,20260803
1E50_A_B,wt,-1,0.9,0.91,3.0997,94.0512,50,20260803
1E50_A_B,L,0,0.9,0.91,3.563,92.1142,50,20260803
1E50_A_B,L,1,0.89,0.89,3.7517,90.0146,50,20260803
1E50_A_B,L,2,0.91,0.91,3.0271,93.9988,50,20260803
1E50_A_B,random,0,0.77,0.83,5.7507,81.6428,50,20260803
1E50_A_B,random,1,0.8,0.82,7.5137,73.8764,50,20260803
1E50_A_B,random,2,0.84,0.88,4.3851,88.0902,50,20260803
1EFN_A_B,wt,-1,0.74,0.8,3.3071,92.3432,22,20260803
1EFN_A_B,L,0,0.72,0.82,3.6481,89.4995,22,20260803
1EFN_A_B,L,1,0.51,0.68,7.2505,81.705,22,20260803
1EFN_A_B,L,2,0.13,0.58,22.7893,66.3477,22,20260803
1EFN_A_B,random,0,0.27,0.66,19.1262,71.0845,22,20260803
1EFN_A_B,random,1,0.21,0.62,20.5989,71.0323,22,20260803
1EFN_A_B,random,2,0.15,0.63,19.1068,62.0655,22,20260803
1EMV_A_B,wt,-1,0.91,0.91,1.5824,97.9975,36,20260803
1EMV_A_B,L,0,0.85,0.88,2.4103,94.0186,36,20260803
1EMV_A_B,L,1,0.9,0.9,1.7159,97.3814,36,20260803
1EMV_A_B,L,2,0.84,0.86,2.415,93.7939,36,20260803
1EMV_A_B,random,0,0.82,0.87,2.9187,90.7478,36,20260803
1EMV_A_B,random,1,0.58,0.78,5.9215,80.0417,36,20260803
1EMV_A_B,random,2,0.75,0.83,3.8524,86.2722,36,20260803
1GC1_G_C,wt,-1,0.71,0.75,9.4945,76.114,45,20260803
1GC1_G_C,L,0,0.16,0.54,23.9423,56.9433,45,20260803
1GC1_G_C,L,1,0.22,0.56,22.2448,57.314,45,20260803
1GC1_G_C,L,2,0.17,0.53,23.5326,57.2811,45,20260803
1GC1_G_C,random,0,0.15,0.53,25.2157,63.5251,45,20260803
1GC1_G_C,random,1,0.16,0.5,24.9501,57.5573,45,20260803
1GC1_G_C,random,2,0.14,0.52,25.2202,60.6282,45,20260803
1JCK_A_B,wt,-1,0.11,0.52,27.8067,69.0224,29,20260803
1JCK_A_B,L,0,0.52,0.71,9.5236,70.7514,29,20260803
1JCK_A_B,L,1,0.86,0.88,4.657,85.8862,29,20260803
1JCK_A_B,L,2,0.85,0.87,4.4988,86.5114,29,20260803
1JCK_A_B,random,0,0.12,0.53,28.6078,69.061,29,20260803
1JCK_A_B,random,1,0.11,0.52,29.2594,78.8448,29,20260803
1JCK_A_B,random,2,0.11,0.53,28.4928,69.5066,29,20260803
1JTG_A_B,wt,-1,0.77,0.88,6.2721,81.2715,54,20260803
1JTG_A_B,L,0,0.87,0.92,4.8489,86.0207,54,20260803
1JTG_A_B,L,1,0.73,0.87,6.884,80.1585,54,20260803
1JTG_A_B,L,2,0.88,0.92,5.0104,85.1956,54,20260803
1JTG_A_B,random,0,0.81,0.89,7.4088,80.3706,54,20260803
1JTG_A_B,random,1,0.21,0.64,20.988,67.8907,54,20260803
1JTG_A_B,random,2,0.8,0.9,5.8511,82.2889,54,20260803
1K8R_A_B,wt,-1,0.22,0.67,17.5929,53.4452,25,20260803
1K8R_A_B,L,0,0.18,0.67,20.9261,52.4948,25,20260803
1K8R_A_B,L,1,0.19,0.65,19.544,47.0868,25,20260803
1K8R_A_B,L,2,0.17,0.64,21.5232,45.6192,25,20260803
1K8R_A_B,random,0,0.24,0.69,19.4413,55.7856,25,20260803
1K8R_A_B,random,1,0.17,0.65,21.1138,51.5088,25,20260803
1K8R_A_B,random,2,0.2,0.67,20.33,54.44,25,20260803
1KNE_A_P,wt,-1,0.82,0.84,1.9171,97.3806,18,20260803
1KNE_A_P,L,0,0.3,0.69,8.454,71.2844,18,20260803
1KNE_A_P,L,1,0.52,0.68,5.7872,78.5444,18,20260803
1KNE_A_P,L,2,0.52,0.65,5.3173,77.4672,18,20260803
1KNE_A_P,random,0,0.3,0.65,9.1336,67.0622,18,20260803
1KNE_A_P,random,1,0.3,0.72,8.8072,73.0939,18,20260803
1KNE_A_P,random,2,0.28,0.67,9.3674,69.2061,18,20260803
1OHZ_A_B,wt,-1,0.93,0.94,1.8266,97.8668,37,20260803
1OHZ_A_B,L,0,0.93,0.94,1.8825,97.6138,37,20260803
1OHZ_A_B,L,1,0.92,0.94,2.2202,96.0108,37,20260803
1OHZ_A_B,L,2,0.92,0.94,2.2323,95.9897,37,20260803
1OHZ_A_B,random,0,0.28,0.76,13.7376,72.803,37,20260803
1OHZ_A_B,random,1,0.28,0.76,13.5472,74.8908,37,20260803
1OHZ_A_B,random,2,0.78,0.9,4.5192,90.1289,37,20260803
1PPF_E_I,wt,-1,0.92,0.94,1.9378,96.2643,30,20260803
1PPF_E_I,L,0,0.92,0.94,1.8934,96.181,30,20260803
1PPF_E_I,L,1,0.87,0.92,2.5818,92.3497,30,20260803
1PPF_E_I,L,2,0.88,0.93,2.616,92.9457,30,20260803
1PPF_E_I,random,0,0.83,0.92,3.5591,91.1187,30,20260803
1PPF_E_I,random,1,0.89,0.94,2.4312,93.3983,30,20260803
1PPF_E_I,random,2,0.33,0.82,12.2581,69.6117,30,20260803
1S1Q_A_B,wt,-1,0.49,0.78,12.2661,89.0745,29,20260803
1S1Q_A_B,L,0,0.23,0.69,18.383,81.4548,29,20260803
1S1Q_A_B,L,1,0.57,0.8,11.9178,85.4166,29,20260803
1S1Q_A_B,L,2,0.38,0.72,16.3071,76.2314,29,20260803
1S1Q_A_B,random,0,0.28,0.71,16.9853,82.5707,29,20260803
1S1Q_A_B,random,1,0.56,0.8,14.1504,76.3703,29,20260803
1S1Q_A_B,random,2,0.25,0.68,19.593,73.0538,29,20260803
1SGQ_E_I,wt,-1,0.9,0.94,1.9986,95.7165,26,20260803
1SGQ_E_I,L,0,0.92,0.94,1.651,97.6131,26,20260803
1SGQ_E_I,L,1,0.89,0.94,2.0407,95.5454,26,20260803
1SGQ_E_I,L,2,0.37,0.82,10.5607,64.1677,26,20260803
1SGQ_E_I,random,0,0.36,0.82,10.6013,71.7462,26,20260803
1SGQ_E_I,random,1,0.3,0.8,12.753,69.3238,26,20260803
1SGQ_E_I,random,2,0.31,0.8,12.76,63.5365,26,20260803
1SIB_E_I,wt,-1,0.93,0.96,1.7966,97.1903,35,20260803
1SIB_E_I,L,0,0.87,0.91,4.7208,87.1046,35,20260803
1SIB_E_I,L,1,0.91,0.95,2.355,94.7897,35,20260803
1SIB_E_I,L,2,0.82,0.94,3.2211,90.0003,35,20260803
1SIB_E_I,random,0,0.5,0.87,9.1949,72.1391,35,20260803
1SIB_E_I,random,1,0.34,0.84,12.694,68.8734,35,20260803
1SIB_E_I,random,2,0.84,0.94,4.3779,86.0077,35,20260803
1TO1_E_I,wt,-1,0.92,0.96,1.8967,96.3582,33,20260803
1TO1_E_I,L,0,0.93,0.96,1.8617,97.0552,33,20260803
1TO1_E_I,L,1,0.92,0.95,1.8462,96.5415,33,20260803
1TO1_E_I,L,2,0.93,0.96,1.7078,97.6103,33,20260803
1TO1_E_I,random,0,0.9,0.95,2.2451,94.9688,33,20260803
1TO1_E_I,random,1,0.83,0.94,3.1513,91.0379,33,20260803
1TO1_E_I,random,2,0.29,0.83,13.3798,66.4948,33,20260803
1UUZ_A_D,wt,-1,0.91,0.93,2.3785,96.4783,42,20260803
1UUZ_A_D,L,0,0.9,0.93,2.8592,94.826,42,20260803
1UUZ_A_D,L,1,0.89,0.92,3.1643,92.949,42,20260803
1UUZ_A_D,L,2,0.89,0.92,3.1684,93.5521,42,20260803
1UUZ_A_D,random,0,0.18,0.54,19.2092,72.4717,42,20260803
1UUZ_A_D,random,1,0.18,0.55,20.0048,72.995,42,20260803
1UUZ_A_D,random,2,0.18,0.55,19.9695,74.556,42,20260803
1XD3_A_B,wt,-1,0.91,0.94,2.1806,95.83,42,20260803
1XD3_A_B,L,0,0.87,0.91,3.7715,88.6962,42,20260803
1XD3_A_B,L,1,0.85,0.92,3.5125,88.6679,42,20260803
1XD3_A_B,L,2,0.91,0.93,3.1428,91.9219,42,20260803
1XD3_A_B,random,0,0.89,0.91,4.1517,88.2995,42,20260803
1XD3_A_B,random,1,0.71,0.86,7.1097,75.1479,42,20260803
1XD3_A_B,random,2,0.85,0.9,4.877,84.7433,42,20260803
1Y34_E_I,wt,-1,0.92,0.96,1.8502,96.495,32,20260803
1Y34_E_I,L,0,0.92,0.96,1.878,96.8637,32,20260803
1Y34_E_I,L,1,0.89,0.95,2.4303,93.8391,32,20260803
1Y34_E_I,L,2,0.9,0.95,2.0168,95.7928,32,20260803
1Y34_E_I,random,0,0.59,0.89,6.5272,80.1987,32,20260803
1Y34_E_I,random,1,0.35,0.84,11.5505,65.7959,32,20260803
1Y34_E_I,random,2,0.54,0.88,7.5452,77.2147,32,20260803
1Y3B_E_I,wt,-1,0.93,0.96,1.8626,96.5358,33,20260803
1Y3B_E_I,L,0,0.92,0.96,1.8979,96.6782,33,20260803
1Y3B_E_I,L,1,0.9,0.95,2.0674,95.457,33,20260803
1Y3B_E_I,L,2,0.92,0.96,1.8357,97.0194,33,20260803
1Y3B_E_I,random,0,0.87,0.94,3.2058,90.7806,33,20260803
1Y3B_E_I,random,1,0.77,0.92,4.9479,85.37,33,20260803
1Y3B_E_I,random,2,0.5,0.87,8.7416,75.8448,33,20260803
1YQV_HL_Y,wt,-1,0.63,0.72,16.3984,73.8256,32,20260803
1YQV_HL_Y,L,0,0.65,0.73,12.8824,67.7234,32,20260803
1YQV_HL_Y,L,1,0.63,0.72,20.0263,67.5094,32,20260803
1YQV_HL_Y,L,2,0.78,0.81,5.6874,86.9572,32,20260803
1YQV_HL_Y,random,0,0.62,0.71,17.2337,71.0069,32,20260803
1YQV_HL_Y,random,1,0.63,0.71,19.4267,71.0278,32,20260803
1YQV_HL_Y,random,2,0.63,0.72,18.7889,69.4247,32,20260803
2ABZ_B_E,wt,-1,0.31,0.84,18.4101,51.6197,34,20260803
2ABZ_B_E,L,0,0.28,0.84,19.0479,51.0065,34,20260803
2ABZ_B_E,L,1,0.29,0.84,18.7231,49.6088,34,20260803
2ABZ_B_E,L,2,0.33,0.85,16.5219,51.3403,34,20260803
2ABZ_B_E,random,0,0.35,0.85,15.8283,51.4456,34,20260803
2ABZ_B_E,random,1,0.32,0.85,17.2479,49.6544,34,20260803
2ABZ_B_E,random,2,0.31,0.84,18.1973,49.7424,34,20260803
2B0Z_A_B,wt,-1,0.78,0.91,5.5021,89.223,23,20260803
2B0Z_A_B,L,0,0.4,0.8,13.855,75.6157,23,20260803
2B0Z_A_B,L,1,0.79,0.91,6.6008,87.9183,23,20260803
2B0Z_A_B,L,2,0.78,0.91,5.9082,87.6878,23,20260803
2B0Z_A_B,random,0,0.41,0.81,13.2626,74.71,23,20260803
2B0Z_A_B,random,1,0.46,0.82,12.9021,75.1635,23,20260803
2B0Z_A_B,random,2,0.5,0.83,11.3701,79.2043,23,20260803
2B42_A_B,wt,-1,0.9,0.93,3.106,92.8348,58,20260803
2B42_A_B,L,0,0.86,0.91,4.1528,87.3638,58,20260803
2B42_A_B,L,1,0.87,0.92,5.004,86.5966,58,20260803
2B42_A_B,L,2,0.87,0.92,3.4929,89.8693,58,20260803
2B42_A_B,random,0,0.19,0.68,22.8541,69.6638,58,20260803
2B42_A_B,random,1,0.23,0.69,20.5066,64.6474,58,20260803
2B42_A_B,random,2,0.26,0.69,20.4262,66.5198,58,20260803
2BTF_A_P,wt,-1,0.94,0.94,2.1208,96.8902,41,20260803
2BTF_A_P,L,0,0.92,0.93,2.8347,92.9459,41,20260803
2BTF_A_P,L,1,0.91,0.92,3.075,91.7,41,20260803
2BTF_A_P,L,2,0.87,0.91,3.5741,88.5256,41,20260803
2BTF_A_P,random,0,0.82,0.9,6.2502,83.6456,41,20260803
2BTF_A_P,random,1,0.82,0.9,5.687,83.5456,41,20260803
2BTF_A_P,random,2,0.82,0.9,4.7347,87.202,41,20260803
2C5D_A_C,wt,-1,0.89,0.87,3.2095,93.3206,48,20260803
2C5D_A_C,L,0,0.89,0.86,3.8396,90.4377,48,20260803
2C5D_A_C,L,1,0.77,0.82,5.8786,82.6829,48,20260803
2C5D_A_C,L,2,0.85,0.85,4.6647,87.4038,48,20260803
2C5D_A_C,random,0,0.46,0.76,10.5559,66.0463,48,20260803
2C5D_A_C,random,1,0.51,0.76,13.0807,61.9479,48,20260803
2C5D_A_C,random,2,0.82,0.85,5.7124,83.9442,48,20260803
2CCL_A_B,wt,-1,0.88,0.9,3.7728,96.0797,36,20260803
2CCL_A_B,L,0,0.87,0.9,3.6885,95.8769,36,20260803
2CCL_A_B,L,1,0.92,0.91,2.0816,97.8472,36,20260803
2CCL_A_B,L,2,0.66,0.83,9.0177,87.0439,36,20260803
2CCL_A_B,random,0,0.35,0.73,13.9046,71.5006,36,20260803
2CCL_A_B,random,1,0.26,0.71,14.8206,71.2372,36,20260803
2CCL_A_B,random,2,0.31,0.73,14.0408,69.6261,36,20260803
2DVW_A_B,wt,-1,0.94,0.94,2.6483,96.4235,52,20260803
2DVW_A_B,L,0,0.48,0.82,14.0146,75.5433,52,20260803
2DVW_A_B,L,1,0.79,0.9,6.646,86.9102,52,20260803
2DVW_A_B,L,2,0.28,0.78,18.5918,69.8204,52,20260803
2DVW_A_B,random,0,0.66,0.87,9.2527,82.2446,52,20260803
2DVW_A_B,random,1,0.36,0.79,16.616,71.444,52,20260803
2DVW_A_B,random,2,0.23,0.77,20.7268,71.0315,52,20260803
2G2U_A_B,wt,-1,0.86,0.92,4.5573,88.4728,53,20260803
2G2U_A_B,L,0,0.6,0.82,9.8983,73.647,53,20260803
2G2U_A_B,L,1,0.76,0.88,5.8045,80.8002,53,20260803
2G2U_A_B,L,2,0.86,0.92,5.6052,83.2508,53,20260803
2G2U_A_B,random,0,0.2,0.65,20.0545,61.1685,53,20260803
2G2U_A_B,random,1,0.22,0.65,21.5817,68.9679,53,20260803
2G2U_A_B,random,2,0.19,0.63,23.2554,63.14,53,20260803
2I26_N_L,wt,-1,0.15,0.55,14.4366,69.6332,28,20260803
2I26_N_L,L,0,0.37,0.66,8.1668,74.0257,28,20260803
2I26_N_L,L,1,0.52,0.68,7.2965,76.5689,28,20260803
2I26_N_L,L,2,0.25,0.6,11.5415,67.6154,28,20260803
2I26_N_L,random,0,0.2,0.59,11.8786,68.3171,28,20260803
2I26_N_L,random,1,0.22,0.6,11.4669,70.5954,28,20260803
2I26_N_L,random,2,0.18,0.56,14.9726,67.12,28,20260803
2J1K_C_T,wt,-1,0.1,0.59,25.9599,79.1256,36,20260803
2J1K_C_T,L,0,0.17,0.61,21.6158,70.6292,36,20260803
2J1K_C_T,L,1,0.15,0.6,22.2896,70.5267,36,20260803
2J1K_C_T,L,2,0.14,0.6,23.7813,75.6483,36,20260803
2J1K_C_T,random,0,0.22,0.65,16.253,68.6444,36,20260803
2J1K_C_T,random,1,0.84,0.89,8.0541,88.3428,36,20260803
2J1K_C_T,random,2,0.14,0.6,23.9213,73.3208,36,20260803
2NU4_E_I,wt,-1,0.91,0.94,1.9363,96.1593,29,20260803
2NU4_E_I,L,0,0.9,0.94,2.0256,95.8697,29,20260803
2NU4_E_I,L,1,0.88,0.93,2.6459,92.0186,29,20260803
2NU4_E_I,L,2,0.91,0.94,1.9197,96.4659,29,20260803
2NU4_E_I,random,0,0.33,0.81,11.3205,66.1241,29,20260803
2NU4_E_I,random,1,0.82,0.92,3.8383,86.0828,29,20260803
2NU4_E_I,random,2,0.29,0.81,13.4633,62.5124,29,20260803
2O3B_A_B,wt,-1,0.91,0.94,2.0325,96.8495,37,20260803
2O3B_A_B,L,0,0.78,0.9,4.9021,85.2154,37,20260803
2O3B_A_B,L,1,0.87,0.93,3.289,91.5403,37,20260803
2O3B_A_B,L,2,0.88,0.94,2.7694,93.2603,37,20260803
2O3B_A_B,random,0,0.76,0.89,6.2339,78.9692,37,20260803
2O3B_A_B,random,1,0.68,0.86,6.8755,76.0903,37,20260803
2O3B_A_B,random,2,0.84,0.92,3.6829,88.5322,37,20260803
2PCB_A_B,wt,-1,0.46,0.82,11.387,75.774,25,20260803
2PCB_A_B,L,0,0.44,0.82,10.6514,75.2392,25,20260803
2PCB_A_B,L,1,0.39,0.8,11.6647,71.0432,25,20260803
2PCB_A_B,L,2,0.68,0.88,6.3801,82.5188,25,20260803
2PCB_A_B,random,0,0.39,0.81,12.2152,72.5296,25,20260803
2PCB_A_B,random,1,0.34,0.79,13.4664,69.1652,25,20260803
2PCB_A_B,random,2,0.75,0.9,5.3415,88.5868,25,20260803
2PCC_A_B,wt,-1,0.83,0.92,4.019,88.179,29,20260803
2PCC_A_B,L,0,0.81,0.91,3.9535,87.2776,29,20260803
2PCC_A_B,L,1,0.78,0.91,4.8463,86.6166,29,20260803
2PCC_A_B,L,2,0.54,0.84,8.4938,78.2683,29,20260803
2PCC_A_B,random,0,0.31,0.78,14.0185,69.5772,29,20260803
2PCC_A_B,random,1,0.33,0.79,13.4917,69.1497,29,20260803
2PCC_A_B,random,2,0.29,0.78,14.2452,73.0455,29,20260803
2QJ9_AB_C,wt,-1,0.91,0.91,6.9608,91.7838,45,20260803
2QJ9_AB_C,L,0,0.89,0.89,4.8123,86.4778,45,20260803
2QJ9_AB_C,L,1,0.9,0.9,9.1493,86.8504,45,20260803
2QJ9_AB_C,L,2,0.86,0.87,5.2944,86.6071,45,20260803
2QJ9_AB_C,random,0,0.56,0.66,22.375,60.5122,45,20260803
2QJ9_AB_C,random,1,0.76,0.8,9.4897,68.4982,45,20260803
2QJ9_AB_C,random,2,0.84,0.86,6.4523,78.1993,45,20260803
2QJA_AB_C,wt,-1,0.91,0.91,3.0156,92.8521,43,20260803
2QJA_AB_C,L,0,0.89,0.89,8.5502,87.4147,43,20260803
2QJA_AB_C,L,1,0.9,0.9,4.3237,87.2184,43,20260803
2QJA_AB_C,L,2,0.89,0.89,4.1569,87.293,43,20260803
2QJA_AB_C,random,0,0.79,0.82,8.9765,73.7647,43,20260803
2QJA_AB_C,random,1,0.79,0.82,14.1659,77.0151,43,20260803
2QJA_AB_C,random,2,0.87,0.87,10.7091,82.1826,43,20260803
2QJB_AB_C,wt,-1,0.91,0.91,6.9935,91.5523,44,20260803
2QJB_AB_C,L,0,0.89,0.89,8.0997,88.7857,44,20260803
2QJB_AB_C,L,1,0.88,0.88,4.9083,84.9345,44,20260803
2QJB_AB_C,L,2,0.88,0.89,9.8806,85.5182,44,20260803
2QJB_AB_C,random,0,0.8,0.83,16.1215,73.032,44,20260803
2QJB_AB_C,random,1,0.62,0.7,21.8785,66.9609,44,20260803
2QJB_AB_C,random,2,0.81,0.83,15.339,73.9218,44,20260803
2SGP_E_I,wt,-1,0.91,0.94,2.1201,95.1561,28,20260803
2SGP_E_I,L,0,0.88,0.93,2.6147,92.9296,28,20260803
2SGP_E_I,L,1,0.87,0.92,2.8603,90.6964,28,20260803
2SGP_E_I,L,2,0.89,0.94,2.2106,94.7675,28,20260803
2SGP_E_I,random,0,0.33,0.81,10.9778,67.2054,28,20260803
2SGP_E_I,random,1,0.79,0.91,3.6615,87.6518,28,20260803
2SGP_E_I,random,2,0.35,0.81,11.1801,65.2729,28,20260803
2VLN_A_B,wt,-1,0.9,0.91,1.5889,98.0033,36,20260803
2VLN_A_B,L,0,0.89,0.9,1.705,97.5225,36,20260803
2VLN_A_B,L,1,0.85,0.88,2.3907,94.2225,36,20260803
2VLN_A_B,L,2,0.89,0.9,1.9246,96.3717,36,20260803
2VLN_A_B,random,0,0.32,0.67,11.0465,70.6261,36,20260803
2VLN_A_B,random,1,0.21,0.63,18.3094,64.6958,36,20260803
2VLN_A_B,random,2,0.3,0.68,14.6358,68.6578,36,20260803
3BTD_E_I,wt,-1,0.93,0.94,1.4691,98.3297,29,20260803
3BTD_E_I,L,0,0.79,0.91,4.0729,89.8383,29,20260803
3BTD_E_I,L,1,0.84,0.92,2.6968,92.6903,29,20260803
3BTD_E_I,L,2,0.78,0.9,4.1932,87.1138,29,20260803
3BTD_E_I,random,0,0.84,0.93,2.505,94.0372,29,20260803
3BTD_E_I,random,1,0.38,0.83,10.5409,70.3893,29,20260803
3BTD_E_I,random,2,0.82,0.91,3.1694,91.6766,29,20260803
3BTE_E_I,wt,-1,0.93,0.94,1.4746,98.2329,31,20260803
3BTE_E_I,L,0,0.28,0.8,13.3042,69.5026,31,20260803
3BTE_E_I,L,1,0.32,0.81,11.4505,70.6161,31,20260803
3BTE_E_I,L,2,0.87,0.92,2.8683,91.3939,31,20260803
3BTE_E_I,random,0,0.29,0.81,13.7707,65.6684,31,20260803
3BTE_E_I,random,1,0.34,0.81,11.8893,70.4923,31,20260803
3BTE_E_I,random,2,0.23,0.79,20.1369,66.9065,31,20260803
3BTQ_E_I,wt,-1,0.93,0.94,1.4546,98.2987,30,20260803
3BTQ_E_I,L,0,0.87,0.93,2.1966,95.848,30,20260803
3BTQ_E_I,L,1,0.88,0.93,1.9961,96.2007,30,20260803
3BTQ_E_I,L,2,0.86,0.92,2.9267,91.3337,30,20260803
3BTQ_E_I,random,0,0.33,0.82,12.5904,68.6813,30,20260803
3BTQ_E_I,random,1,0.28,0.8,13.7296,66.9183,30,20260803
3BTQ_E_I,random,2,0.28,0.8,14.5792,65.213,30,20260803
3BTW_E_I,wt,-1,0.92,0.94,1.5098,98.1019,31,20260803
3BTW_E_I,L,0,0.88,0.93,2.5256,93.1535,31,20260803
3BTW_E_I,L,1,0.87,0.92,2.8584,91.7132,31,20260803
3BTW_E_I,L,2,0.91,0.94,1.669,97.4616,31,20260803
3BTW_E_I,random,0,0.29,0.8,13.0422,66.4084,31,20260803
3BTW_E_I,random,1,0.38,0.82,10.3824,70.3123,31,20260803
3BTW_E_I,random,2,0.87,0.93,2.0144,95.9584,31,20260803
3EQY_A_C,wt,-1,0.86,0.9,2.6862,95.3686,22,20260803
3EQY_A_C,L,0,0.88,0.9,2.493,95.9855,22,20260803
3EQY_A_C,L,1,0.54,0.78,8.1022,73.2032,22,20260803
3EQY_A_C,L,2,0.82,0.87,3.3886,91.4118,22,20260803
3EQY_A_C,random,0,0.29,0.76,13.0878,68.1673,22,20260803
3EQY_A_C,random,1,0.38,0.75,11.1327,63.66,22,20260803
