block,complex_id,influence,command
expA_of3_SECONDARY_B_dpred,2PCC_A_B,0.0020057058454466814,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,4P5T_CD_AB,0.0020483498795536015,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,5C6T_HL_A,0.002105739696487835,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1FCC_A_C,0.002180722905814142,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,4FTV_ABC_DE,0.002471457026549051,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3SZK_AB_C,0.0025451300563207324,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3SE8_HL_G,0.002899084251571371,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3EQS_A_B,0.002978388458500958,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1REW_AB_C,0.0032008029583075748,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,5F4E_A_B,0.0033642258082995924,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1BJ1_HL_VW,0.0033940172479746678,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,2J0T_A_D,0.003514492511132561,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1DVF_AB_CD,0.004065454976214605,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3KUD_A_B,0.004072174349383673,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3M62_A_B,0.004473041549724388,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3KBH_A_E,0.004877737247974662,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1BP3_A_B,0.005055579600997145,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,4HRN_A_D,0.005341388458500962,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1GC1_G_C,0.005406395280595111,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1EMV_A_B,0.005465044122912016,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1CBW_FGH_I,0.005478986685341719,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3D3V_ABC_DE,0.005733889660542363,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1KTZ_A_B,0.006172765687966375,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3HH2_AB_C,0.006295108300606256,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1CHO_EFG_I,0.0064515785111325386,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,4P23_CD_AB,0.0065462103662982385,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3SE9_HL_G,0.006620717131535919,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3LB6_A_C,0.006976707945184207,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,5TAR_A_B,0.0078015289950529865,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1H9D_A_B,0.00800404021463208,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3BN9_B_CD,0.008005921632827373,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,5K39_A_B,0.008727047472743277,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1A22_A_B,0.008990956847283238,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,2AW2_A_B,0.010031842853237827,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1LFD_A_B,0.0114095482906523,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1AK4_A_D,0.012165508053237822,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,4OFY_A_D,0.016355674884816762,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,3SE4_B_C,0.017044951234949396,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1DAN_HL_UT,0.017688610746150107,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1C4Z_ABC_D,0.018205587544391222,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,5M2O_A_B,0.01934270324989612,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,1K8R_A_B,0.024117358752541646,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expA_of3_SECONDARY_B_dpred,2WPT_A_B,0.03614594654257078,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,3MZG_A_B,-0.10604493616877647,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,1H9D_A_B,-0.09835289768095412,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,4HRN_A_D,-0.07110317086612761,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,3BT1_A_U,-0.05089377147367835,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,1EMV_A_B,-0.00886671875962547,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,4HFK_A_BD,0.0006184334201867481,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,3S9D_A_B,0.014574530588022938,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,5TAR_A_B,0.058892497461287774,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,3LB6_A_C,0.06665259491301206,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,2J0T_A_D,0.07609273490837665,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
expC2_within_binder_iface_formed,1LFD_A_B,0.11478655552136643,python3 src/expD_leverage.py --expA-pairs results/p0_dssp_pairs_SECONDARY_B_any_interface.csv --of3-positions /scratch/users/cbertsch/ftax/predicted/expA_p0_positions.csv --c2-perbackbone results/expC2_gap_perbackbone.csv --out results/expD_leverage.csv
