backbone_id,complex_id,d,n_pairs,partial_T,irmsd,interface_ok,irmsd_bin
2J0T_A_D_T10_1,2J0T_A_D,-1.6153779029846191,1,10,27542.17736263087,0,>10
2J0T_A_D_T5_0,2J0T_A_D,-1.4213628768920903,1,5,1237.9164817304154,0,>10
2WPT_A_B_T20_1,2WPT_A_B,-0.2985101143519085,6,20,1894930.5921551413,0,>10
3BK3_A_C_T0_0,3BK3_A_C,-0.1499766260385514,1,0,2.316533344728339e-06,1,<1
3BK3_A_C_T40_1,3BK3_A_C,1.14939546585083,1,40,17.5499412209991,0,>10
3BT1_A_U_T10_2,3BT1_A_U,-0.544638380408287,4,10,1.6956570824081103,1,1-2
3BT1_A_U_T5_1,3BT1_A_U,0.3052252531051637,4,5,1.0526786715652785,1,1-2
3KUD_A_B_T20_0,3KUD_A_B,-3.126697063446045,1,20,2.524582430271465,0,2-3
3KUD_A_B_T5_2,3KUD_A_B,-0.3342125415802002,1,5,1.102720998776154,0,1-2
3LB6_A_C_T40_0,3LB6_A_C,-0.9871654510498038,1,40,52609753.78001316,0,>10
3MZG_A_B_T10_1,3MZG_A_B,-0.9086489677429199,1,10,31617.30575177361,0,>10
3MZG_A_B_T5_0,3MZG_A_B,-0.14893412590026855,1,5,1464.604233978801,0,>10
3Q8D_A_E_T20_1,3Q8D_A_E,1.5780100822448733,1,20,4.121152853609779,0,3-5
3S9D_A_B_T0_0,3S9D_A_B,-0.953421398997307,2,0,1.9189691271221647e-06,1,<1
3S9D_A_B_T40_1,3S9D_A_B,-0.08750718832015991,2,40,48127359.48472039,0,>10
3SE4_B_C_T10_2,3SE4_B_C,0.6144335269927979,1,10,32267.404830245738,0,>10
3SE4_B_C_T5_1,3SE4_B_C,-0.5299959182739249,1,5,1554.9779292855856,0,>10
4BFI_A_B_T20_0,4BFI_A_B,-0.455974022547404,3,20,1958397.8684867776,0,>10
4BFI_A_B_T5_2,4BFI_A_B,0.4333958625793457,3,5,1923.620371094013,0,>10
4G0N_A_B_T10_1,4G0N_A_B,-0.8354842662811275,1,10,1.4021948467600154,1,1-2
4G0N_A_B_T5_0,4G0N_A_B,-1.3607087135314941,1,5,1.500068533950974,1,1-2
4HFK_A_BD_T20_1,4HFK_A_BD,0.08804082870483428,3,20,1641255.5814687635,0,>10
4HRN_A_D_T0_0,4HRN_A_D,1.6198946237564087,1,0,9.159584047784116e-07,1,<1
5M2O_A_B_T20_0,5M2O_A_B,-1.0502203702926636,2,20,4.506288524561124,1,3-5
5M2O_A_B_T5_2,5M2O_A_B,0.7818358242511749,2,5,0.9595855859974844,1,<1
5TAR_A_B_T40_0,5TAR_A_B,3.0376436710357666,1,40,29.70146018125058,0,>10
1A22_A_B_T20_2,1A22_A_B,-0.13853617438248259,7,20,3.309325297443054,1,3-5
1BP3_A_B_T20_0,1BP3_A_B,-0.24595603942871086,5,20,1555829.6161554516,0,>10
1BP3_A_B_T5_2,1BP3_A_B,0.011000728607177735,5,5,1480.7160835993452,0,>10
1BRS_A_D_T40_0,1BRS_A_D,-1.3574818372726438,2,40,22.378604116529623,1,>10
1E50_A_B_T10_2,1E50_A_B,-1.0005448460578918,2,10,1.5673264367406876,1,1-2
1E50_A_B_T5_1,1E50_A_B,-0.32496821880340576,2,5,1.101512488913421,1,1-2
1EMV_A_B_T20_2,1EMV_A_B,0.541195392608643,1,20,1667020.1523952675,0,>10
1FCC_A_C_T20_0,1FCC_A_C,0.5566756725311279,1,20,2.1886695253748747,1,2-3
1FCC_A_C_T5_2,1FCC_A_C,-0.7686476707458496,1,5,1.2584401139600323,1,1-2
1GUA_A_B_T20_1,1GUA_A_B,0.5110049247741699,1,20,2.233090498059345,1,2-3
1H9D_A_B_T0_0,1H9D_A_B,-0.3096785619854927,2,0,5.160004552959427e-06,1,<1
1H9D_A_B_T40_1,1H9D_A_B,-1.5833772309124474,2,40,18.812891837633625,0,>10
1IAR_A_B_T10_2,1IAR_A_B,0.2851407527923584,1,10,33314.79129995514,0,>10
1IAR_A_B_T5_1,1IAR_A_B,-0.7472569942474365,1,5,1613.077164295535,0,>10
1K8R_A_B_T20_2,1K8R_A_B,1.5103237628936768,1,20,1562839.3351532398,0,>10
1LFD_A_B_T20_0,1LFD_A_B,0.7995877265930171,1,20,1762771.0714212111,0,>10
1LFD_A_B_T5_2,1LFD_A_B,-0.9081466197967529,1,5,1455.629726041018,0,>10
1S1Q_A_B_T0_0,1S1Q_A_B,-1.418090581893921,1,0,2.6863094759575434e-06,1,<1
1S1Q_A_B_T40_1,1S1Q_A_B,0.9970173835754395,1,40,59880831.869613655,0,>10
1VFB_AB_C_T20_0,1VFB_AB_C,-0.21411633491516113,1,20,1710875.2859146928,0,>10
1VFB_AB_C_T5_2,1VFB_AB_C,0.1063072681427002,1,5,1406.5972931709866,0,>10
2A9K_A_B_T40_0,2A9K_A_B,-1.1566886901855469,1,40,13.288459944427508,0,>10
2GOX_A_B_T0_0,2GOX_A_B,-0.5673728585243225,1,0,1.1804897412591484e-06,1,<1
2GOX_A_B_T40_1,2GOX_A_B,-0.029628753662109375,1,40,19.678587978466503,0,>10
2J0T_A_D_T10_2,2J0T_A_D,-0.8691949844360352,1,10,27079.190445579272,0,>10
2J0T_A_D_T5_1,2J0T_A_D,-0.44189023971557617,1,5,1194.5815539955097,0,>10
2WPT_A_B_T20_2,2WPT_A_B,-0.24836222330729174,6,20,1681980.7316561306,0,>10
3BK3_A_C_T10_0,3BK3_A_C,0.5315408706665041,1,10,1.1454683236536185,1,1-2
3BK3_A_C_T40_2,3BK3_A_C,-2.2879189252853394,1,40,21.009555931430903,0,>10
3BT1_A_U_T20_0,3BT1_A_U,-0.41999059915542625,4,20,4.419024472406002,1,3-5
3BT1_A_U_T5_2,3BT1_A_U,0.047078564763069264,4,5,1.018532169782561,1,1-2
3KUD_A_B_T20_1,3KUD_A_B,-2.0254082679748535,1,20,2.67864043164605,0,2-3
3LB6_A_C_T0_0,3LB6_A_C,1.924415409564972,1,0,1.03236343423005e-06,1,<1
3LB6_A_C_T40_1,3LB6_A_C,-0.48253607749938965,1,40,48856247.86194823,0,>10
3MZG_A_B_T10_2,3MZG_A_B,-1.5490984916687012,1,10,31699.82437403632,0,>10
3MZG_A_B_T5_1,3MZG_A_B,0.5906598567962646,1,5,1458.3197739699126,0,>10
3Q8D_A_E_T20_2,3Q8D_A_E,-2.039675235748291,1,20,2.061800018829981,0,2-3
3S9D_A_B_T10_0,3S9D_A_B,0.6544488668441772,2,10,33483.80956316613,0,>10
3S9D_A_B_T40_2,3S9D_A_B,0.5667222738265991,2,40,50486495.39457316,0,>10
3SE4_B_C_T20_0,3SE4_B_C,-0.6987879276275635,1,20,1703319.2626224204,0,>10
3SE4_B_C_T5_2,3SE4_B_C,-0.35997891426086426,1,5,1523.2422385923792,0,>10
4BFI_A_B_T20_1,4BFI_A_B,0.45222290356953937,3,20,1975730.65121753,0,>10
4G0N_A_B_T10_2,4G0N_A_B,-0.5400030612945557,1,10,2.17378129592624,1,2-3
4G0N_A_B_T5_1,4G0N_A_B,-0.1132042407989502,1,5,1.0267824165947206,1,1-2
4HFK_A_BD_T20_2,4HFK_A_BD,0.5418268044789629,3,20,1668532.4511642426,0,>10
4HRN_A_D_T10_0,4HRN_A_D,-0.047980308532714844,1,10,25649.576326489427,0,>10
4HRN_A_D_T40_2,4HRN_A_D,-0.22420620918273926,1,40,59938369.68196037,0,>10
5M2O_A_B_T20_1,5M2O_A_B,0.12671205401420615,2,20,2.9692188069247774,1,2-3
5TAR_A_B_T0_0,5TAR_A_B,2.4041659832000732,1,0,3.1097480638364154e-06,1,<1
5TAR_A_B_T40_1,5TAR_A_B,0.3184390068054199,1,40,23.344968491406423,0,>10
1A22_A_B_T40_0,1A22_A_B,-0.9429504105022976,7,40,14.424502370745572,1,>10
1BP3_A_B_T20_1,1BP3_A_B,0.27316555976867674,5,20,1574219.041955598,0,>10
1BRS_A_D_T0_0,1BRS_A_D,-0.7593736574053764,2,0,1.281193010312204e-06,1,<1
1BRS_A_D_T40_1,1BRS_A_D,-1.0110256075859072,2,40,20.013773498245865,1,>10
1E50_A_B_T20_0,1E50_A_B,0.591745138168335,2,20,2.465259735341756,1,2-3
1E50_A_B_T5_2,1E50_A_B,-0.202717825770378,2,5,0.9264839816509371,1,<1
1EMV_A_B_T40_0,1EMV_A_B,0.6278595924377441,1,40,60353967.926742494,0,>10
1FCC_A_C_T20_1,1FCC_A_C,-0.6030230522155753,1,20,3.2123562697521097,0,3-5
1GUA_A_B_T20_2,1GUA_A_B,-0.05918478965759277,1,20,1.899722121970684,1,1-2
1H9D_A_B_T10_0,1H9D_A_B,-0.4348496347665787,2,10,1.467787387798026,1,1-2
1H9D_A_B_T40_2,1H9D_A_B,0.123191237449646,2,40,22.613778470185583,1,>10
1IAR_A_B_T20_0,1IAR_A_B,1.0439374446868896,1,20,1820254.4942560848,0,>10
1IAR_A_B_T5_2,1IAR_A_B,-0.592940092086792,1,5,1603.5079087972315,0,>10
1K8R_A_B_T40_0,1K8R_A_B,1.041717767715454,1,40,61712302.01549712,0,>10
1LFD_A_B_T20_1,1LFD_A_B,-0.6778714656829834,1,20,1720280.1582250232,0,>10
1S1Q_A_B_T10_0,1S1Q_A_B,1.4372370243072505,1,10,29275.22328185352,0,>10
1VFB_AB_C_T20_1,1VFB_AB_C,1.2430152893066406,1,20,1665150.0583615927,0,>10
2A9K_A_B_T0_0,2A9K_A_B,0.38141316175460815,1,0,5.885880769554696e-07,1,<1
2A9K_A_B_T40_1,2A9K_A_B,-2.341762185096741,1,40,35.07660959482223,0,>10
2GOX_A_B_T10_0,2GOX_A_B,0.23961114883422852,1,10,1.4182180864757497,1,1-2
2GOX_A_B_T40_2,2GOX_A_B,-1.03030276298523,1,40,33.33955020661665,1,>10
2J0T_A_D_T20_0,2J0T_A_D,-1.0945570468902588,1,20,1525073.05873486,0,>10
2J0T_A_D_T5_2,2J0T_A_D,-0.8856539726257324,1,5,1269.0349019433108,0,>10
2WPT_A_B_T40_0,2WPT_A_B,-0.36646823088328023,6,40,64340335.15269647,0,>10
3BK3_A_C_T10_1,3BK3_A_C,2.7957094907760616,1,10,1.3331217060962577,1,1-2
3BK3_A_C_T5_0,3BK3_A_C,1.4342652559280396,1,5,1.3536752609058589,1,1-2
3BT1_A_U_T20_1,3BT1_A_U,-0.28297454118728627,4,20,3.763982386409205,1,3-5
3KUD_A_B_T20_2,3KUD_A_B,1.9479184150695805,1,20,3.59351970813026,0,3-5
3LB6_A_C_T10_0,3LB6_A_C,-0.4775044918060303,1,10,24701.917354917,0,>10
3LB6_A_C_T40_2,3LB6_A_C,-0.7084534168243408,1,40,49653668.7773539,0,>10
3MZG_A_B_T20_0,3MZG_A_B,0.2449746131896977,1,20,1835670.9012384664,0,>10
3MZG_A_B_T5_2,3MZG_A_B,-0.23420238494873002,1,5,1443.1738442664212,0,>10
3Q8D_A_E_T40_0,3Q8D_A_E,1.0210428237915035,1,40,25.093878405029614,0,>10
3S9D_A_B_T10_1,3S9D_A_B,0.7597193419933319,2,10,32340.599632031142,0,>10
3S9D_A_B_T5_0,3S9D_A_B,0.19588875770568848,2,5,1586.713720534494,0,>10
3SE4_B_C_T20_1,3SE4_B_C,0.009312629699707031,1,20,1694530.3764587406,0,>10
4BFI_A_B_T20_2,4BFI_A_B,-0.6066108544667559,3,20,2018554.3636836165,0,>10
4G0N_A_B_T20_0,4G0N_A_B,0.22274875640869118,1,20,1.3016619199983173,1,1-2
4G0N_A_B_T5_2,4G0N_A_B,-0.29734349250793457,1,5,1.1732082780536714,1,1-2
4HFK_A_BD_T40_0,4HFK_A_BD,1.157431403795878,3,40,55089704.82017487,0,>10
4HRN_A_D_T10_1,4HRN_A_D,-0.30635094642639205,1,10,26082.92488642103,0,>10
4HRN_A_D_T5_0,4HRN_A_D,0.6713306903839111,1,5,1156.4874898419723,0,>10
5M2O_A_B_T20_2,5M2O_A_B,-0.1339786648750304,2,20,2.538824327728608,1,2-3
5TAR_A_B_T10_0,5TAR_A_B,1.8169338703155518,1,10,0.9937422517317892,1,<1
5TAR_A_B_T40_2,5TAR_A_B,-0.4140505790710449,1,40,18.660938825294565,0,>10
